EmployeId,Name,Gender,Age,MaritalStatus,Turnover,Travelling,Vertical,Qualifications,Education,Satisfaction,Engagement,Level,Role,Daily,Hour,Monthly,MonthlyRate,Work Experience,OverTime,SalaryHike,Last Rating,Hours,TrainingTimesLastYear,Work&Life,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrentManager,DistanceFromHome
IDRD518,Freddie,M,48,Married,No,Sometimes,Research & Development,3,Medical,4,3,5,Manager,162,65,19585,8664,1,No,12,3,80,3,3,21,9,1,11,2
IDRD191,Frederick,M,43,Single,No,Mostly,Research & Development,1,Medical,4,4,1,Laboratory Technician,242,30,3471,15307,9,No,14,3,80,3,3,2,2,2,2,6
IDSL272,Fredrick,M,56,Divorced,No,No,Sales,3,Marketing,4,2,1,Sales Representative,640,38,2085,3358,4,No,13,3,80,3,3,2,4,4,2,2
IDRD132,Gabriel,M,28,Divorced,Yes,Sometimes,Research & Development,4,Life Sciences,3,1,3,Manufacturing Director,441,30,9061,14314,1,No,14,3,80,2,2,17,17,4,3,7
IDRD487,Gabriela,F,43,Married,No,Mostly,Research & Development,4,Medical,1,2,1,Laboratory Technician,451,66,2775,6273,9,No,22,4,80,1,3,2,2,2,2,2
IDRD377,Gabriella,F,44,Married,No,No,Research & Development,4,Life Sciences,4,4,2,Research Scientist,111,83,5297,17003,1,Yes,11,3,80,3,3,7,5,1,0,8
IDRD340,Gabrielle,F,27,Divorced,No,Sometimes,Research & Development,3,Other,3,2,2,Human Resources,553,41,4787,9533,1,No,11,3,80,3,3,7,7,0,7,1
IDRD595,Gage,M,27,Married,No,Sometimes,Research & Development,1,Life Sciences,4,3,1,Laboratory Technician,1271,75,3904,11160,1,Yes,13,3,80,2,3,3,1,0,3,18
IDRD248,Gail,F,52,Married,No,Sometimes,Research & Development,3,Life Sciences,3,3,2,Research Scientist,1152,59,6453,5204,0,No,11,3,80,2,3,10,13,0,7,2
IDRD346,Garrett,M,50,Single,Yes,Sometimes,Research & Development,3,Medical,3,3,5,Research Director,996,37,19420,15310,3,No,12,3,80,2,3,23,5,1,12,1
IDRD651,Garry,M,33,Divorced,No,Sometimes,Research & Development,1,Life Sciences,1,2,2,Research Director,654,48,7735,21656,9,Yes,14,3,80,0,2,9,7,7,7,1
IDSL014,Gary,M,31,Divorced,No,Sometimes,Sales,3,Life Sciences,1,1,3,Sales Executive,211,90,2313,14904,3,No,11,3,80,2,2,0,0,0,8,6
IDRD268,Gavin,M,36,Married,Yes,Sometimes,Research & Development,3,Life Sciences,4,3,1,Research Scientist,124,68,2404,2718,1,No,21,4,80,3,2,15,4,9,3,9
IDSL276,Gayle,F,36,Married,Yes,Sometimes,Sales,4,Medical,1,3,2,Sales Executive,214,98,7393,6777,1,Yes,12,3,80,2,4,6,3,1,0,26
IDRD366,Gene,M,32,Single,No,Sometimes,Research & Development,3,Life Sciences,2,3,1,Laboratory Technician,958,73,8228,13428,1,No,12,3,80,4,3,9,1,2,0,1
IDHR041,Genesis,F,29,Married,No,Sometimes,Human Resources,3,Other,4,3,2,Healthcare Representative,1299,87,6265,7482,1,No,11,3,80,3,3,2,2,1,2,11
IDRD461,Geneva,F,39,Single,Yes,Mostly,Research & Development,1,Human Resources,3,3,3,Research Director,1100,100,19717,3942,9,Yes,22,4,80,3,4,11,0,10,8,9
IDHR026,Genevieve,F,43,Married,No,Sometimes,Human Resources,3,Medical,4,3,3,Manager,649,87,18438,21880,3,No,15,3,80,2,3,8,7,0,7,13
IDRD565,Geoffrey,M,33,Married,Yes,Sometimes,Research & Development,3,Medical,4,3,2,Manufacturing Director,398,83,1983,18247,7,Yes,12,3,80,2,3,4,3,0,5,20
IDRD014,George,M,44,Single,No,Mostly,Research & Development,4,Medical,4,2,5,Healthcare Representative,531,91,17218,12066,2,No,11,3,80,6,3,1,0,0,0,22
IDSL142,Georgia,F,26,Single,Yes,Sometimes,Sales,3,Other,3,3,1,Sales Representative,511,59,2991,24432,1,Yes,12,3,80,3,3,2,2,2,2,8
IDSL045,Gerald,M,35,Single,No,Sometimes,Sales,2,Life Sciences,1,4,2,Sales Executive,368,55,9608,13079,1,No,25,4,80,0,3,5,3,0,1,8
IDSL105,Geraldine,F,29,Married,No,Mostly,Sales,1,Other,3,2,2,Sales Executive,1253,92,5517,16540,1,Yes,23,4,80,2,3,6,3,3,4,22
IDRD592,Gerard,M,42,Married,No,Sometimes,Research & Development,4,Medical,4,3,3,Healthcare Representative,1492,51,10942,15202,1,No,15,3,80,5,2,26,9,6,8,2
IDSL311,Gerardo,M,24,Married,No,Mostly,Sales,3,Technical Degree,1,3,1,Sales Representative,260,68,2758,26847,1,Yes,11,3,80,2,4,4,5,0,3,20
IDRD273,Gertrude,F,28,Divorced,No,Sometimes,Research & Development,1,Life Sciences,4,3,1,Laboratory Technician,207,72,3933,24188,1,No,14,3,80,2,3,10,10,5,8,9
IDRD554,Gianna,F,23,Single,No,Sometimes,Research & Development,3,Life Sciences,1,4,1,Laboratory Technician,147,44,1129,13661,3,No,12,3,80,2,2,4,3,0,2,1
IDHR023,Gilbert,M,26,Divorced,No,Sometimes,Human Resources,2,Life Sciences,4,3,2,Sales Executive,567,98,5787,8151,0,No,23,4,80,5,3,5,4,1,4,20
IDSL140,Gina,F,46,Single,No,No,Sales,3,Medical,3,3,4,Human Resources,693,62,19164,15832,7,No,18,3,80,3,2,13,8,3,12,8
IDRD709,Ginger,F,40,Married,No,Sometimes,Research & Development,3,Life Sciences,2,3,2,Healthcare Representative,1110,82,4822,14933,4,Yes,17,3,80,2,4,5,7,2,2,2
IDRD535,Giovanni,M,29,Single,Yes,No,Research & Development,1,Life Sciences,3,4,2,Research Scientist,256,99,4429,22015,1,No,17,3,80,3,2,9,0,0,1,18
IDHR052,Giselle,F,50,Single,Yes,No,Human Resources,3,Marketing,1,3,3,Sales Executive,1258,37,9040,5110,1,No,14,3,80,3,3,1,0,1,0,13
IDRD194,Gladys,F,30,Married,No,Sometimes,Research & Development,4,Life Sciences,1,2,2,Healthcare Representative,1495,60,5913,17133,7,No,15,3,80,2,1,6,0,1,2,23
IDRD355,Glen,M,28,Married,No,Sometimes,Research & Development,3,Life Sciences,1,2,1,Laboratory Technician,750,70,2436,25923,1,No,22,4,80,2,3,3,2,0,2,9
IDRD394,Glenda,F,45,Single,No,Sometimes,Research & Development,2,Life Sciences,3,3,4,Research Director,209,47,13922,13175,2,No,16,3,80,3,3,5,4,4,2,2
IDRD204,Glenn,M,36,Married,No,Sometimes,Research & Development,3,Medical,4,2,1,Laboratory Technician,109,56,2701,24001,1,No,13,3,80,1,2,5,2,1,3,27
IDSL049,Gloria,F,45,Single,No,Mostly,Sales,3,Marketing,2,3,2,Sales Executive,337,86,4166,13456,7,No,19,3,80,3,2,6,2,0,2,22
IDSL397,Goldie,F,56,Single,No,Sometimes,Sales,3,Life Sciences,3,3,4,Manager,490,33,13824,17729,9,No,12,3,80,2,2,10,7,6,7,2
IDSL125,Gordon,M,32,Married,No,Mostly,Sales,2,Technical Degree,1,4,2,Sales Executive,1240,64,5352,12948,5,No,19,3,80,0,3,6,2,0,3,1
IDRD086,Grace,F,41,Married,Yes,Sometimes,Research & Development,3,Life Sciences,1,3,1,Research Scientist,1450,53,3177,18789,3,Yes,12,3,80,2,2,2,2,2,2,8
IDRD507,Gracie,F,43,Married,No,Mostly,Research & Development,3,Life Sciences,3,4,4,Healthcare Representative,1301,58,12428,9697,0,No,15,3,80,3,3,10,10,4,13,2
IDRD699,Grady,M,19,Married,No,Sometimes,Research & Development,3,Medical,1,3,1,Laboratory Technician,1390,70,3026,8700,6,Yes,17,3,80,2,1,6,2,0,2,1
IDRD644,Graham,M,33,Single,No,Sometimes,Research & Development,3,Life Sciences,4,3,1,Research Scientist,1121,32,2018,26067,0,No,14,3,80,3,2,3,3,2,2,1
IDRD353,Grant,M,50,Divorced,No,Sometimes,Research & Development,4,Life Sciences,4,3,4,Manufacturing Director,200,58,10096,23969,5,No,15,3,80,4,3,23,14,10,10,5
IDHR034,Grayson,M,52,Single,No,Mostly,Human Resources,1,Technical Degree,3,3,2,Healthcare Representative,1492,33,5261,13767,7,Yes,16,3,80,3,2,13,2,1,2,2
IDRD500,Greg,M,44,Married,No,Sometimes,Research & Development,3,Medical,4,3,5,Healthcare Representative,150,84,15981,11389,2,No,23,4,80,2,2,1,0,0,0,12
IDSL388,Gregg,M,46,Divorced,No,Sometimes,Sales,4,Marketing,2,2,3,Sales Executive,142,85,7845,18400,2,No,17,3,80,3,3,5,5,0,2,10
IDHR003,Gregory,M,50,Divorced,No,Sometimes,Human Resources,3,Medical,3,3,4,Manager,628,57,10998,3588,3,No,21,4,80,3,3,4,2,2,2,26
IDRD626,Gretchen,F,30,Married,No,Sometimes,Research & Development,4,Medical,3,3,1,Research Scientist,1199,32,2050,3342,4,Yes,12,3,80,3,2,2,2,2,2,11
IDRD830,Greyson,M,27,Single,No,Sometimes,Research & Development,3,Medical,4,1,1,Laboratory Technician,421,88,2290,2243,4,Yes,17,3,80,5,2,0,3,0,0,6
IDRD757,Griffin,M,46,Married,No,Mostly,Research & Development,4,Life Sciences,3,4,2,Healthcare Representative,684,92,5958,23008,1,No,15,3,80,2,3,4,3,1,1,5
IDRD559,Guadalupe,F,44,Single,No,Sometimes,Research & Development,3,Other,2,3,2,Healthcare Representative,1307,31,5831,11213,2,No,14,3,80,6,4,7,7,7,8,24
IDRD918,Guillermo,M,29,Married,No,Sometimes,Research & Development,2,Other,4,2,1,Research Scientist,1300,41,3737,6377,1,Yes,18,3,80,2,3,1,8,0,4,1
IDRD798,Gustavo,M,38,Single,Yes,Mostly,Research & Development,3,Technical Degree,3,3,3,Healthcare Representative,346,92,5620,21576,1,No,17,3,80,2,2,10,8,6,8,26
IDRD443,Guy,M,27,Married,No,Mostly,Research & Development,3,Technical Degree,4,3,1,Laboratory Technician,1110,71,4428,6062,1,Yes,13,3,80,5,3,3,2,0,0,16
IDRD919,Gwen,F,34,Divorced,Yes,Sometimes,Research & Development,2,Technical Degree,4,3,1,Laboratory Technician,1230,95,2717,5399,3,Yes,16,3,80,2,2,2,2,2,2,13
IDRD375,Gwendolyn,F,30,Married,No,Sometimes,Research & Development,2,Life Sciences,3,3,1,Laboratory Technician,1490,85,2516,17410,2,No,13,3,80,2,2,5,0,0,3,2
IDSL436,Hadley,F,29,Married,No,Sometimes,Sales,3,Technical Degree,2,3,1,Sales Representative,392,37,2223,25571,1,No,16,3,80,4,3,2,2,2,2,23
IDRD297,Hailey,F,41,Single,No,Sometimes,Research & Development,4,Medical,4,3,2,Manufacturing Director,111,79,5463,16966,7,No,13,3,80,4,4,5,3,1,2,2
IDRD303,Haley,F,54,Married,No,Sometimes,Research & Development,3,Medical,2,3,1,Laboratory Technician,222,34,3325,16735,2,No,12,3,80,2,3,2,2,2,2,17
IDRD910,Hallie,F,32,Single,Yes,Sometimes,Research & Development,3,Life Sciences,1,4,2,Laboratory Technician,1327,94,8839,16333,1,No,11,3,80,2,3,5,3,0,3,18
IDRD777,Hanna,F,28,Married,No,Mostly,Research & Development,3,Technical Degree,3,4,3,Manufacturing Director,111,87,7949,15254,1,No,21,4,80,2,3,6,4,0,7,13
IDRD098,Hannah,F,46,Single,No,Sometimes,Research & Development,3,Life Sciences,1,2,1,Research Scientist,289,65,3376,20836,5,No,16,3,80,2,3,5,1,0,8,2
IDRD763,Harley,M,54,Married,No,Sometimes,Research & Development,5,Medical,1,3,4,Manager,823,78,19382,21425,2,No,11,3,80,2,3,5,0,0,0,2
IDSL034,Harold,M,35,Single,No,No,Sales,1,Medical,4,3,1,Sales Representative,1281,51,2705,6850,6,No,14,3,80,1,3,4,3,1,3,1
IDRD484,Harper,F,42,Married,No,Mostly,Research & Development,4,Life Sciences,4,2,2,Manufacturing Director,1192,90,4408,21593,2,No,13,3,80,3,2,5,2,0,2,1
IDRD456,Harriet,F,35,Single,Yes,Sometimes,Research & Development,3,Medical,4,3,1,Research Scientist,158,88,2013,26470,1,Yes,11,3,80,3,3,10,8,0,0,25
IDSL238,Harrison,M,43,Divorced,No,Sometimes,Sales,1,Marketing,3,1,2,Sales Representative,218,32,2578,2227,1,Yes,14,3,80,3,2,1,0,0,0,12
IDRD106,Harry,M,46,Divorced,No,Sometimes,Research & Development,3,Life Sciences,2,1,1,Laboratory Technician,261,46,3712,2125,3,Yes,24,4,80,3,2,4,2,0,2,1
IDHR024,Harvey,M,41,Divorced,Yes,Sometimes,Human Resources,4,Marketing,3,3,1,Research Scientist,634,67,2344,4560,3,Yes,18,3,80,2,3,2,2,2,1,19
IDRD424,Hattie,F,35,Single,No,Sometimes,Research & Development,1,Life Sciences,2,2,2,Healthcare Representative,287,86,5665,21279,1,No,23,4,80,1,3,10,7,0,9,5
IDRD411,Hayden,M,25,Divorced,No,Sometimes,Research & Development,2,Life Sciences,1,3,1,Research Scientist,170,89,4800,16375,0,No,12,3,80,2,2,4,2,1,2,7
IDRD957,Haylee,F,40,Married,No,Mostly,Research & Development,3,Medical,3,1,3,Research Director,476,30,13806,4160,1,No,24,4,80,3,3,20,6,3,7,8
IDRD616,Hayley,F,58,Married,No,Sometimes,Research & Development,4,Medical,3,3,2,Healthcare Representative,1282,52,6479,19784,6,Yes,15,3,80,2,3,2,2,2,2,8
IDRD196,Hazel,F,40,Single,No,Sometimes,Research & Development,3,Medical,4,3,2,Laboratory Technician,442,34,5475,2227,2,Yes,13,3,80,3,4,7,7,0,8,9
IDRD939,Heath,M,30,Divorced,No,No,Research & Development,1,Medical,1,3,1,Laboratory Technician,1239,61,2323,24303,4,No,19,3,80,2,4,5,1,1,4,16
IDRD072,Heather,F,34,Divorced,No,No,Research & Development,4,Life Sciences,2,2,2,Research Scientist,1492,76,4945,13052,2,No,25,4,80,3,3,5,3,1,0,2
IDRD408,Hector,M,24,Married,Yes,Sometimes,Research & Development,3,Life Sciences,1,2,1,Research Scientist,677,70,2738,8927,1,No,14,3,80,6,4,1,0,0,0,3
IDSL150,Heidi,F,26,Single,Yes,No,Sales,3,Life Sciences,3,3,3,Sales Executive,275,71,5341,20394,1,No,15,3,80,6,3,1,0,0,0,20
IDRD029,Helen,F,43,Single,No,Sometimes,Research & Development,3,Medical,3,4,1,Laboratory Technician,863,73,2268,15781,8,No,12,3,80,2,3,2,2,0,2,1
IDRD807,Helena,F,35,Divorced,No,Mostly,Research & Development,4,Life Sciences,4,3,2,Manufacturing Director,313,68,4249,15579,2,Yes,16,3,80,2,3,7,0,0,0,10
IDRD876,Helene,F,25,Married,No,Sometimes,Research & Development,3,Technical Degree,1,3,1,Laboratory Technician,727,84,2384,6937,1,No,21,4,80,3,3,5,5,0,2,1
IDRD667,Henrietta,F,41,Single,No,Sometimes,Research & Development,4,Life Sciences,1,3,1,Laboratory Technician,1232,70,2018,6845,2,Yes,25,4,80,2,3,1,0,0,0,6
IDSL023,Henry,M,36,Married,No,Sometimes,Sales,4,Life Sciences,3,3,2,Sales Executive,917,45,5477,14662,1,No,21,4,80,2,3,16,8,5,7,1
IDSL098,Herbert,M,30,Single,No,No,Sales,3,Life Sciences,1,2,2,Sales Executive,1426,43,6513,14493,0,No,19,3,80,3,3,6,4,7,3,25
IDRD350,Herman,M,34,Married,No,No,Research & Development,2,Life Sciences,3,2,1,Research Scientist,1389,45,2814,4563,1,No,18,3,80,2,3,1,8,1,0,1
IDRD486,Hilda,F,26,Single,No,Mostly,Research & Development,3,Life Sciences,4,1,1,Research Scientist,1416,56,2707,6457,0,No,20,4,80,2,3,3,2,1,0,11
IDSL430,Hillary,F,43,Divorced,No,Sometimes,Sales,4,Marketing,3,3,2,Sales Executive,837,39,6339,23005,2,No,14,3,80,2,3,5,0,1,3,2
IDRD234,Holly,F,24,Married,Yes,Mostly,Research & Development,1,Life Sciences,3,1,1,Laboratory Technician,627,54,2310,15932,0,No,17,3,80,6,3,1,0,0,0,2
IDSL286,Homer,M,35,Divorced,No,Sometimes,Sales,5,Marketing,1,3,2,Sales Executive,309,100,6308,14879,1,No,12,3,80,3,2,7,7,1,7,9
IDRD445,Hope,F,36,Divorced,No,No,Research & Development,4,Other,4,3,1,Research Scientist,564,75,4029,18363,1,Yes,11,3,80,3,2,5,5,1,3,8
IDSL305,Horace,M,33,Married,Yes,Sometimes,Sales,4,Life Sciences,2,3,2,Sales Executive,1148,89,4502,24412,3,Yes,15,3,80,2,1,2,2,2,2,22
IDRD135,Howard,M,30,Divorced,No,Sometimes,Research & Development,4,Technical Degree,3,4,2,Laboratory Technician,111,63,2331,26933,3,No,13,3,80,4,3,1,0,1,0,1
IDRD602,Hubert,M,45,Divorced,No,Mostly,Research & Development,3,Other,2,3,2,Healthcare Representative,320,81,4262,3991,9,No,18,3,80,2,3,4,4,0,4,1
IDRD566,Hudson,M,38,Married,No,Sometimes,Research & Development,3,Medical,1,3,2,Healthcare Representative,604,41,6294,8622,7,No,13,3,80,2,3,5,2,0,1,2
IDRD475,Hugh,M,39,Single,Yes,Mostly,Research & Development,4,Medical,3,1,1,Laboratory Technician,1369,61,2433,12756,3,No,12,3,80,2,1,7,0,7,7,2
IDRD860,Hugo,M,32,Married,No,Sometimes,Research & Development,3,Life Sciences,3,2,3,Manager,111,47,16084,14897,7,Yes,14,3,80,1,2,12,9,11,6,13
IDRD215,Hunter,M,45,Single,No,Sometimes,Research & Development,3,Medical,4,3,3,Research Director,194,44,18246,17587,9,No,21,4,80,3,3,5,4,1,2,7
IDSL089,Ian,M,30,Single,No,Sometimes,Sales,5,Life Sciences,1,3,2,Sales Executive,609,60,4697,21415,0,No,11,3,80,2,3,7,7,0,7,4
IDSL119,Ida,F,26,Divorced,Yes,Mostly,Sales,2,Human Resources,2,3,2,Sales Executive,778,31,5410,25506,1,Yes,15,3,80,2,4,4,3,3,3,9
IDRD861,Ina,F,55,Married,No,Sometimes,Research & Development,3,Medical,1,4,4,Manager,905,59,19847,15650,7,No,11,4,80,0,3,6,2,1,3,11
IDSL269,Inez,F,36,Single,No,Sometimes,Sales,4,Marketing,2,2,2,Sales Executive,341,36,4848,10709,1,Yes,15,3,80,6,2,10,8,1,8,16
IDRD637,Ira,M,35,Married,Yes,Sometimes,Research & Development,2,Technical Degree,1,2,1,Research Scientist,963,38,2186,16088,1,No,13,3,80,5,1,7,7,7,7,4
IDRD130,Irene,F,33,Single,No,Sometimes,Research & Development,2,Life Sciences,3,3,1,Laboratory Technician,367,31,3250,6273,1,No,14,3,80,2,2,5,0,1,7,8
IDRD477,Iris,F,21,Single,No,No,Research & Development,1,Medical,3,1,1,Research Scientist,976,60,2084,7962,1,No,14,3,80,0,3,1,0,0,0,6
IDSL256,Irma,F,52,Single,No,Sometimes,Sales,3,Marketing,2,3,4,Manager,826,100,16140,9890,4,No,11,3,80,2,4,2,2,2,2,12
IDRD780,Irvin,M,25,Single,No,No,Research & Development,2,Life Sciences,3,1,2,Laboratory Technician,704,92,2190,22525,1,No,13,3,80,2,3,6,5,1,2,2
IDRD733,Irving,M,22,Single,No,Sometimes,Research & Development,1,Life Sciences,3,4,1,Research Scientist,247,80,2591,2956,1,No,14,3,80,3,3,0,0,0,0,11
IDRD167,Isaac,M,50,Single,No,Sometimes,Research & Development,3,Life Sciences,4,2,3,Research Director,1491,93,13290,2227,7,No,12,3,80,3,3,15,4,1,8,4
IDHR025,Isabel,F,55,Single,No,Sometimes,Human Resources,3,Technical Degree,2,4,3,Manager,111,56,19181,3518,2,No,23,4,80,3,3,2,2,2,4,24
IDSL063,Isabella,F,18,Single,Yes,Sometimes,Sales,1,Life Sciences,4,1,1,Sales Representative,1145,38,2234,5512,1,No,11,3,80,2,3,1,0,0,0,18
IDSL220,Isabelle,F,29,Single,No,Mostly,Sales,1,Life Sciences,4,3,1,Sales Representative,190,74,2162,20207,3,Yes,13,3,80,3,3,2,2,2,2,2
IDRD233,Isaiah,M,38,Single,No,Sometimes,Research & Development,3,Medical,4,3,1,Laboratory Technician,1462,91,2265,10856,0,No,16,3,80,3,3,4,2,1,2,1
IDRD808,Ismael,M,24,Married,Yes,Sometimes,Research & Development,3,Life Sciences,4,3,1,Laboratory Technician,1393,80,3341,26914,1,Yes,11,3,80,3,4,4,1,0,2,1
IDRD576,Israel,M,28,Single,No,Sometimes,Research & Development,1,Life Sciences,4,4,1,Research Scientist,671,91,2342,26914,1,No,22,4,80,0,3,0,1,0,0,13
IDRD803,Iva,F,37,Married,No,Sometimes,Research & Development,3,Life Sciences,4,2,1,Research Scientist,572,73,3071,4772,0,No,14,3,80,3,4,0,0,0,7,1
IDRD342,Ivan,M,20,Single,No,Sometimes,Research & Development,3,Medical,1,4,1,Research Scientist,862,50,2426,15888,1,No,16,3,80,0,2,4,2,2,2,3
IDRD643,Ivy,F,44,Divorced,No,Sometimes,Research & Development,4,Marketing,2,3,3,Research Director,594,88,10504,2612,9,No,19,3,80,2,2,20,0,2,0,13
IDRD545,Jace,M,56,Married,Yes,Sometimes,Research & Development,3,Other,2,2,1,Research Scientist,212,97,2700,17012,8,No,13,3,80,3,3,2,2,2,0,6
IDSL022,Jack,M,40,Single,No,Sometimes,Sales,4,Marketing,2,3,2,Sales Executive,107,63,5348,22777,8,No,12,3,80,1,3,10,1,1,8,6
IDRD495,Jackie,F,33,Divorced,Yes,Mostly,Sales,3,Other,2,1,3,Sales Executive,307,74,18132,22358,3,Yes,22,4,80,2,3,1,8,0,8,23
IDSL224,Jackie,M,22,Single,Yes,Sometimes,Research & Development,2,Life Sciences,4,2,1,Laboratory Technician,1115,99,2728,18156,1,No,12,3,80,5,3,0,0,1,0,5
IDRD210,Jackson,M,58,Single,No,Sometimes,Research & Development,3,Medical,4,2,2,Manufacturing Director,665,46,5245,4232,3,No,22,4,80,2,2,10,9,4,10,8
IDSL303,Jaclyn,F,35,Married,Yes,Sometimes,Sales,3,Other,4,3,1,Sales Representative,1285,60,2102,15758,3,Yes,11,3,80,5,3,1,0,0,0,2
IDRD034,Jacob,M,34,Married,No,Mostly,Research & Development,4,Life Sciences,4,4,3,Manufacturing Director,996,80,9095,2137,2,No,13,3,80,2,3,6,3,0,2,24
IDRD103,Jacqueline,F,29,Single,Yes,Sometimes,Research & Development,3,Medical,3,2,1,Research Scientist,811,86,2835,2243,7,Yes,23,4,80,4,3,2,2,1,2,1
IDRD465,Jacquelyn,F,31,Single,No,Sometimes,Research & Development,3,Medical,3,3,1,Laboratory Technician,111,96,3375,22821,1,No,15,3,80,5,2,3,2,0,2,4
IDRD560,Jada,F,30,Single,No,Sometimes,Research & Development,2,Life Sciences,3,2,2,Healthcare Representative,386,44,4878,16236,2,No,12,3,80,2,3,1,0,0,0,1
IDRD455,Jade,F,49,Single,Yes,Sometimes,Research & Development,3,Life Sciences,3,3,1,Laboratory Technician,843,46,3972,11702,8,Yes,11,3,80,2,3,0,0,0,0,3
IDHR039,Jaden,M,36,Married,Yes,Sometimes,Human Resources,3,Medical,1,2,1,Human Resources,923,94,4753,8065,3,No,12,3,80,2,2,1,0,0,0,8
IDRD955,Jaiden,M,37,Divorced,No,Sometimes,Research & Development,2,Other,3,3,2,Laboratory Technician,550,58,5742,12199,2,No,15,3,80,2,3,7,2,0,7,6
IDRD529,Jaime,M,45,Divorced,No,Mostly,Research & Development,4,Life Sciences,3,2,1,Research Scientist,179,51,2320,16021,2,No,12,3,80,5,3,3,1,1,2,4
IDRD630,Jaime,F,40,Divorced,No,Mostly,Research & Development,4,Life Sciences,4,3,2,Healthcare Representative,462,90,5480,24902,0,No,11,3,80,1,3,10,7,3,8,12
IDRD356,Jake,M,58,Divorced,No,Sometimes,Research & Development,2,Medical,4,2,3,Manufacturing Director,1386,82,10029,11675,2,No,12,3,80,3,2,7,3,1,1,5
IDRD895,Jakob,M,26,Married,No,Sometimes,Research & Development,4,Technical Degree,3,3,1,Laboratory Technician,471,81,3823,17755,1,No,12,3,80,3,2,4,12,0,2,7
IDSL390,Jalen,M,57,Single,No,Sometimes,Sales,3,Marketing,3,3,2,Sales Executive,326,58,4709,20850,5,Yes,19,3,80,3,3,1,7,7,7,2
IDRD881,Jamal,M,46,Married,No,Sometimes,Research & Development,4,Technical Degree,1,2,3,Research Director,1216,97,10730,26933,1,No,18,3,80,3,3,11,9,0,8,1
IDRD001,James,M,29,Divorced,No,Sometimes,Research & Development,1,Medical,3,3,1,Laboratory Technician,368,37,7062,21533,0,No,23,4,80,2,3,3,2,2,2,2
IDSL395,Jameson,M,24,Single,Yes,Mostly,Sales,2,Life Sciences,2,2,2,Sales Executive,420,47,6703,3350,1,Yes,11,3,80,0,3,4,2,1,0,4
IDRD168,Jamie,F,42,Divorced,No,Mostly,Research & Development,4,Medical,2,4,4,Research Director,156,41,10293,16369,2,No,24,4,80,0,3,1,0,1,7,22
IDRD432,Jamie,M,27,Married,Yes,Sometimes,Research & Development,3,Technical Degree,3,3,1,Research Scientist,1008,46,2607,26897,1,No,25,4,80,2,3,1,0,0,0,17
IDRD621,Jan,F,34,Married,Yes,Mostly,Research & Development,4,Life Sciences,3,3,2,Research Scientist,1208,95,5547,13863,1,No,20,4,80,1,2,12,2,14,7,18
IDRD706,Jana,F,44,Single,No,No,Research & Development,4,Technical Degree,4,2,1,Human Resources,136,53,3512,14055,2,No,15,3,80,2,4,1,0,0,0,1
IDRD121,Jane,F,41,Single,No,Mostly,Research & Development,2,Medical,3,3,1,Research Scientist,1034,66,2980,2125,9,Yes,23,4,80,5,3,1,0,0,0,14
IDSL295,Janelle,F,55,Single,No,Sometimes,Sales,3,Marketing,4,2,3,Sales Executive,171,71,19833,24493,2,No,19,3,80,2,3,8,7,1,7,20
IDRD075,Janet,F,40,Divorced,No,Sometimes,Research & Development,1,Medical,1,3,2,Manufacturing Director,689,57,4142,17598,1,No,20,4,80,3,3,13,9,4,4,1
IDSL413,Janette,F,33,Divorced,No,Sometimes,Sales,4,Life Sciences,3,3,2,Sales Executive,417,64,6670,25173,1,No,11,3,80,3,3,10,7,0,0,15
IDSL050,Janice,F,30,Single,No,Sometimes,Sales,4,Medical,3,3,2,Sales Executive,1482,32,5831,16309,1,No,11,3,80,3,3,10,7,1,7,12
IDRD510,Janie,F,29,Single,No,Mostly,Research & Development,2,Life Sciences,4,3,2,Manufacturing Director,516,52,4944,16690,2,Yes,12,3,80,2,3,2,2,2,2,7
IDRD812,Janine,F,29,Married,No,Mostly,Research & Development,4,Medical,4,2,2,Manufacturing Director,1412,49,5098,12737,2,No,11,3,80,2,1,6,2,0,3,11
IDSL320,Janis,F,29,Divorced,No,Sometimes,Sales,1,Marketing,1,3,2,Sales Executive,992,91,4157,11439,6,Yes,12,3,80,5,3,3,2,1,2,6
IDSL103,Jared,M,32,Married,No,Sometimes,Sales,3,Life Sciences,4,3,1,Sales Representative,1025,85,2396,4887,0,Yes,18,3,80,3,3,3,3,0,2,1
IDRD712,Jasmin,F,29,Married,Yes,Sometimes,Research & Development,3,Other,3,3,1,Laboratory Technician,327,59,3996,5049,9,No,14,3,80,3,3,3,2,0,2,4
IDSL084,Jasmine,F,52,Married,No,No,Sales,3,Life Sciences,4,1,3,Manager,651,65,19363,23711,5,Yes,14,3,80,3,4,7,6,0,7,10
IDRD028,Jason,M,34,Married,No,Mostly,Research & Development,1,Life Sciences,4,1,4,Manager,221,44,18327,20859,4,No,14,3,80,3,3,21,9,11,11,28
IDSL341,Jasper,M,36,Single,Yes,No,Sales,3,Marketing,1,3,2,Sales Executive,580,84,4513,10816,1,Yes,11,3,80,2,1,13,9,9,8,7
IDRD420,Javier,M,46,Single,No,Sometimes,Research & Development,3,Life Sciences,1,4,1,Laboratory Technician,233,87,3086,9132,9,No,15,3,80,0,3,4,4,1,4,3
